iter	Logloss
300	0.01494304202
301	0.01483683049
302	0.01482442957
303	0.01461897465
304	0.01460696877
305	0.01446152049
306	0.01443588434
307	0.01440334952
308	0.01437237689
309	0.01436146742
310	0.01434333309
311	0.01414384873
312	0.0140642163
313	0.01403453903
314	0.01402027812
315	0.01387225934
316	0.01384443731
317	0.01382977157
318	0.01381669329
319	0.01372683032
320	0.01367576201
321	0.01363230888
322	0.01361610589
323	0.01355148278
324	0.01339910362
325	0.01336737247
326	0.01335996413
327	0.01328551627
328	0.01327070716
329	0.01326139684
330	0.01316480637
331	0.0130712446
332	0.01293631832
333	0.01286399507
334	0.01285625262
335	0.01276040961
336	0.01272607892
337	0.01270121612
338	0.01267755679
339	0.01254412417
340	0.01252152304
341	0.01251005305
342	0.01249755929
343	0.0124864433
344	0.01248078883
345	0.01247003915
346	0.01233815042
347	0.01224587643
348	0.01223339782
349	0.01222361129
350	0.01210254676
351	0.01209518799
352	0.01208571377
353	0.01207896005
354	0.0120041263
355	0.01199679059
356	0.01197173011
357	0.01190207589
358	0.01189524701
359	0.01188854098
360	0.01175841906
361	0.01168746569
362	0.01168049977
363	0.01164981419
364	0.0116390623
365	0.01150972701
366	0.01141437316
367	0.01140745555
368	0.0113667807
369	0.01136047919
370	0.01133799427
371	0.01128893467
372	0.01128272442
373	0.01119790898
374	0.01119324356
375	0.01118731309
376	0.01113350091
377	0.01112990727
378	0.01106929337
379	0.0110340251
380	0.01100076871
381	0.01099371879
382	0.01098800432
383	0.01097864031
384	0.01094984756
385	0.01087655042
386	0.01084622516
387	0.01074323812
388	0.01071943226
389	0.01065273348
390	0.01059957656
391	0.01049000854
392	0.01046100894
393	0.01045135283
394	0.01042359365
395	0.01040093915
396	0.0103803641
397	0.01035858116
398	0.01033938894
399	0.01032818295
400	0.01028146239
401	0.01024404993
402	0.01023291184
403	0.01022261342
404	0.01021732842
405	0.010206766
406	0.01018625632
407	0.01007969364
408	0.01007461011
409	0.01002232602
410	0.009970446454
411	0.009927768897
412	0.009919627613
413	0.009909613401
414	0.009899844239
415	0.00987812857
416	0.009857691834
417	0.009857691519
418	0.009840089912
419	0.009743319126
420	0.009743343442
421	0.009726420775
422	0.009717950442
423	0.009713417963
424	0.00965069714
425	0.00964239891
426	0.009621009448
427	0.009522218262
428	0.009477722092
429	0.009470693323
430	0.009412282034
431	0.009396722617
432	0.009381975086
433	0.009278586369
434	0.009240546132
435	0.009240523711
436	0.009231720539
437	0.00918733521
438	0.009180702121
439	0.009174216504
440	0.009099380859
441	0.009082920504
442	0.009082808084
443	0.009036057832
444	0.009020331048
445	0.009020237575
446	0.009010960093
447	0.008960953769
448	0.008953725739
449	0.008934408782
450	0.008913096371
451	0.008827612416
452	0.008824185504
453	0.00882040428
454	0.008758784919
455	0.008758625132
456	0.008750943948
457	0.008743444657
458	0.008653211278
459	0.008648300171
460	0.008644980626
461	0.008629445209
462	0.008626623343
463	0.008608384164
464	0.008608351322
465	0.008603168008
466	0.008595973135
467	0.008595959872
468	0.008588908998
469	0.00857155023
470	0.008520557707
471	0.008520578549
472	0.008504945869
473	0.008504742502
474	0.008435146382
475	0.008370530842
476	0.008370484737
477	0.008367571925
478	0.008351106202
479	0.008331781349
480	0.008331768086
481	0.008326473615
482	0.008274126369
483	0.008231162393
484	0.008182936788
485	0.008182865421
486	0.008182865421
487	0.008177740211
488	0.008134649921
489	0.008121510057
490	0.008116504846
491	0.00807395834
492	0.008058541026
493	0.008007566187
494	0.008007522608
495	0.00799484695
496	0.007952560652
497	0.007948590588
498	0.007918923106
499	0.007914515994
500	0.007910307196
501	0.007881581389
502	0.007881589599
503	0.007823233573
504	0.007820080132
505	0.007817357423
506	0.007813501674
507	0.007780589805
508	0.007765822379
509	0.007765843852
510	0.00776203105
511	0.007758316141
512	0.007754641021
513	0.007685562159
514	0.007646831614
515	0.007617104132
516	0.007600590409
517	0.0076004262
518	0.007595940141
519	0.007592864384
520	0.00757888074
521	0.00757888074
522	0.007574610047
523	0.007571669446
524	0.007544843408
525	0.007510133453
526	0.007498129156
527	0.007436005169
528	0.007396001374
529	0.007383625713
530	0.007381612891
531	0.007370014064
532	0.007367307777
533	0.007328177446
534	0.007325546947
535	0.007322910764
536	0.007322926553
537	0.007269834051
538	0.007219872254
539	0.007162945476
540	0.007138818779
541	0.007125282919
542	0.007100428019
543	0.007097603627
544	0.007059676442
545	0.007047962669
546	0.007046073636
547	0.007043596609
548	0.007043620609
549	0.007043571346
550	0.007043550504
551	0.006971462831
552	0.006958266757
553	0.006927832547
554	0.006925474887
555	0.006919825472
556	0.006917746335
557	0.006906402664
558	0.006895571829
559	0.006893137117
560	0.006881931128
561	0.006843016795
562	0.006833572261
563	0.006833557104
564	0.006824267305
565	0.006815343187
566	0.006813437733
567	0.006813450996
568	0.00676889609
569	0.006767005163
570	0.006766079909
571	0.006766071699
572	0.006766071699
573	0.006766071699
574	0.006766071699
575	0.006766071699
576	0.006766071699
577	0.006766071699
578	0.006766071699
579	0.006766071699
580	0.006766071699
581	0.006766071699
582	0.006721341847
583	0.006711239215
584	0.006711268899
585	0.006711183005
586	0.006711123005
587	0.006711138163
588	0.006711105953
589	0.006711121111
590	0.006711109742
591	0.006711131847
592	0.006711068059
593	0.00671108005572	0.00176327497
573	0.001763254128
574	0.001763247023
575	0.001763209128
576	0.001763216549
577	0.00176318055
578	0.001763193813
579	0.00176315055
580	0.001763130655
581	0.001763131761
582	0.001763156866
583	0.001763141234
584	0.001763159076
585	0.001763179286
586	0.001763100971
587	0.00176310034
588	0.001763007025
589	0.001763006551
590	0.001763007499
591	0.001762959183
592	0.001762989815
593	0.001762936131
594	0.0017629175
595	0.001762917815
596	0.001762938973
597	0.001762847711
598	0.001762854816
599	0.001762834764
600	0.001762834764
601	0.001762834764
602	0.001762823711
603	0.001762758659
604	0.001762770659
605	0.001762736554
606	0.001762702133
607	0.00176268666
608	0.001762659502
609	0.001762588766
610	0.001762576608
611	0.001762581503
612	0.001762509978
613	0.001762502872
614	0.001762510609
615	0.001762486136
616	0.001762480452
617	0.001762482662
618	0.001762504136
619	0.00176252103
620	0.001762499872
621	0.001762460715
622	0.001762421084
623	0.001762419979
624	0.001762419663
625	0.001762407189
626	0.0017624244
627	0.00176225877
628	0.00176223998
629	0.001762263191
630	0.001762218981
631	0.001762185823
632	0.001762148087
633	0.001762112245
634	0.001762082561
635	0.001762124087
636	0.001762075614
637	0.001762088087
638	0.001762094719
549004
639	0.001490571455
640	0.001490510427
641	0.001490499992
642	0.001490483075
643	0.001490477542
35435
666	0.006710343014
667	0.006710280488
668	0.006710266593
669	0.006710301961
670	0.006710267856
671	0.00671028554
672	0.00671026912
673	0.006710276698
674	0.006710266593
675	0.006710255857
676	0.006710221752
677	0.006710219857
678	0.006710080279
679	0.006710080911
680	0.0067100967
681	0.006710049964
682	0.006709990596
683	0.006709998807
684	0.006710020912
685	0.006710013333
686	0.006710024069
687	0.00671001207
688	0.006710027859
689	0.006709940702
690	0.006709929965
691	0.006709849755
692	0.006709851019
693	0.006709671021
694	0.0067096306
695	0.006709643231
696	0.006709545969
697	0.006709557969
698	0.006709584495
699	0.006709578179
700	0.006709491654
701	0.006709514391
702	0.006709489759
703	0.006709472707
704	0.006709494812
705	0.00670944997
706	0.00670937355
707	0.006709359655
708	0.006709370392
709	0.006709351445
710	0.00670924913
711	0.006709232709
712	0.006709244709
713	0.006709233972
714	0.00670922892
715	0.006709245341
716	0.00670923713
717	0.006709255446
718	0.00670923713
719	0.006709270604
720	0.006709247235
721	0.006709233972
722	0.006709197973
723	0.00670920871
724	0.006709211236
725	0.006709191025
726	0.006709192289
727	0.006709117763
728	0.006709141131
729	0.006709131658
730	0.006709132921
731	0.006709134816
732	0.006709131658
733	0.006709115868
734	0.006709099447
735	0.006709103237
736	0.006709075448
737	0.006709087448
738	0.006709086184
739	0.006709011659
740	0.006708837345
741	0.006708733767
742	0.006657186723
743	0.006647457982
744	0.006645584738
745	0.006645580317
746	0.00664560179
747	0.006645560107
748	0.006645564528
749	0.006645564528
750	0.006645564528
751	0.006645564528
752	0.006630411843
753	0.006630432685
754	0.006630432685
755	0.006630464895
756	0.006630464895
757	0.006630464895
758	0.006630464895
759	0.006630464895
760	0.006630464895
761	0.006630464895
762	0.006630443421
763	0.006630404896
764	0.006630435211
765	0.006630308897
766	0.006606231462
767	0.006606050201
768	0.006604451691
769	0.006601835718
770	0.006599339744
771	0.006597215135
772	0.006559656787
773	0.006556537451
774	0.006556564609
775	0.006556519767
776	0.006556534293
777	0.006556557662
778	0.006543684953
779	0.006541679711
780	0.0065416715
781	0.006541684132
782	0.006541682869
783	0.006541698658
784	0.006541689816
785	0.006541693605
786	0.006541690447
787	0.006541661395
788	0.006541669606
789	0.006541669606
790	0.006541684132
791	0.00654153066
792	0.006541488344
793	0.006541477608
794	0.006541511712
795	0.006541490239
796	0.006541492765
797	0.006541487081
798	0.006541475713
799	0.006541424555
800	0.006541356346
801	0.006541380977
802	0.006541376556
803	0.006541357609
804	0.00654137403
805	0.006541350662
806	0.006541319083
807	0.006541231294
808	0.00654124961
809	0.006541266031
810	0.006541240768
811	0.006541212347
812	0.006541114453
813	0.006541114453
814	0.00654113719
815	0.006541118243
816	0.006541118243
817	0.006541111927
818	0.006541088559
819	0.006541093612
820	0.006541072138
821	0.006541092348
822	0.006541092348
823	0.006541092348
824	0.006541043717
825	0.006541049401
826	0.006540976771
827	0.006540976771
828	0.006540976771
829	0.006540930034
830	0.00654094456
831	0.006540928771
832	0.006540902245
833	0.006540907929
834	0.006540905403
835	0.006540894666
836	0.006540892772
837	0.006540892772
838	0.006540859298
839	0.006540882035
840	0.006540738036
841	0.006540715931
842	0.006540660353
843	0.006540707089
844	0.006540705195
845	0.006540681826
846	0.006539964992
847	0.006539945413
848	0.006539848151
849	0.006539615101
850	0.006539623943
851	0.006539560785
852	0.006539584785
853	0.006539462892
854	0.006539466681
855	0.006539465418
856	0.006539454681
857	0.006539442681
858	0.006539447102
859	0.006539421208
860	0.006539445839
861	0.00653943005
862	0.006539452786
863	0.006539408576
864	0.00653943826
865	0.006539448365
866	0.006539431945
867	0.006539419313
868	0.006539335314
869	0.006539340367
870	0.006526945127
871	0.006526899654
872	0.006526771444
873	0.00652618345
874	0.006497463327
875	0.006496141446
876	0.006496100394
877	0.00649443999
878	0.006493128846
879	0.006493042321
880	0.006493042321
881	0.006493042321
882	0.006493042321
883	0.006474817668
884	0.006470360661
885	0.006461068337
886	0.006445584076
887	0.006441000755
888	0.006441021597
889	0.006440923072
890	0.006397785414
891	0.006360361592
892	0.006356428159
893	0.006356428159
894	0.006342739459
895	0.006342762196
896	0.006324365755
897	0.00632034327
898	0.006320354007
899	0.006320354007
900	0.006320350218
901	0.006320317376
902	0.006320335691
903	0.006320260534
904	0.006320263061
905	0.006320295271
906	0.006320290218
907	0.006320276955
908	0.006320276955
909	0.006320294639
910	0.006320270008
911	0.006320257376
912	0.006320253587
913	0.006320171483
914	0.006320163904
915	0.006320148746
916	0.006320150009
917	0.006320134851
918	0.006320125378
919	0.006319976958
920	0.006319906854
921	0.006319765381
922	0.006319737592
923	0.006319731908
924	0.006319671909
925	0.006319697803
926	0.00631961633
927	0.006319617594
928	0.006319608752
929	0.006319601804
930	0.006319635909
931	0.006319618857
932	0.006319629593
933	0.006319587278
35
929	0.003095925645
930	0.003095910783
931	0.003095894024
932	0.003095884538
933	0.003095067148
934	0.003095066516
935	0.003095066516
936	0.003095024777
937	0.003095011496
938	0.003094989994
939	0.003095022247
940	0.003094831892
941	0.003087283762
942	0.003087245501
195875994935	0.0042195875994936	0.004219587591
937	0.0042195819095938	0.0042195566495939	0.004219556644
940	0.004219556644
.003007872984
939	0.003007821758
940	0.00300784579
941	0.003007828399
942	0.003007844841
943	0.00300784326
944	0.003007845158
945	0.003007845158
