iter	Logloss
0	0.6276843389
1	0.5486425395
2	0.5016045355
3	0.4551129147
4	0.4237680561
5	0.3907443484
6	0.3679349699
7	0.3491761995
8	0.3243002028
9	0.3097004410	10	0.28907782711	0.08380117085
12	0.07673321307
13	0.07083098036
14	0.06492833586
15	0.06045676272
16	0.05591943469
17	0.05037795582
18	0.04670067181
19	0.04434297101
20	0.04213460518
21	0.03851581899
22	0.03607305123
23	0.03319403699
24	0.03137642374
25	0.02991846792
26	0.02853572763
27	0.02621667085
28	0.0245544402
29	0.02336959018
30	0.02292969464
31	0.02178339895
32	0.02045989921
33	0.01935255259
34	0.01812550848
35	0.01734783507
36	0.01685243727
37	0.01555853111
38	0.01500439423
39	0.01453464331
40	0.01395333303
41	0.01384585298
42	0.01338748142
43	0.01290087984
44	0.0124233969
45	0.0122657198
46	0.01180434764
47	0.01171870011
48	0.01127307526
49	0.01104617908
50	0.01083806682
51	0.0103516146
52	0.01015523001
53	0.009702756073
54	0.009566896956
55	0.009248518786
56	0.008996556453
57	0.008875704443
58	0.008839890499
59	0.008602427805
60	0.00831243534
61	0.008273726899
62	0.007909787728
63	0.007636114146
64	0.007350678475
65	0.007314641586
66	0.007281426878
67	0.007129210668
68	0.006953292177
69	0.00691364901
70	0.006737912728
71	0.006672117726
72	0.00664282224
73	0.006497621852
74	0.006318050031
75	0.006144562778
76	0.006112903317
77	0.005966150524
78	0.005900283839
79	0.005879643421
80	0.005744510297
81	0.005604045438
82	0.005502877014
83	0.005440511135
84	0.005320326382
85	0.005257570507
86	0.005100743502
87	0.004977727726
88	0.004908909071
89	0.004808900214
90	0.004721470384
91	0.004666172432
92	0.004572051724
93	0.004493288962
94	0.004456045454
95	0.004456067243
96	0.004374524931
97	0.004326459114
98	0.004291682212
99	0.004291663896
100	0.004291662633
101	0.004291296321
102	0.00429098243
103	0.004290954009
104	0.004290954009
105	0.004290954009
106	0.004290954009
107	0.004275732483
108	0.004275677851
109	0.004204166804
110	0.004162830706
111	0.004106961812
112	0.004034442144
113	0.003985360127
114	0.003905622849
115	0.003858676494
116	0.003818958485
117	0.003781405822
118	0.003781362243
119	0.003740044461
120	0.003673666518
121	0.003630803595
122	0.003579867281
123	0.00352260577
124	0.003486938034
125	0.003486941508
126	0.003433949742
127	0.003404609731
128	0.003353703101
129	0.003353648786
130	0.003353502893
131	0.003353178896
132	0.003353175106
133	0.003352893425
134	0.003352861215
135	0.003352762374
136	0.00335280311
137	0.003352793005
138	0.00335276269
139	0.003352732374
140	0.00335244943
141	0.003347295799
142	0.003347319167
143	0.003339562195
144	0.003284627712
145	0.003243746347
146	0.003243701821
147	0.003243723926
148	0.003243689821
149	0.003229376812
150	0.003229287129
151	0.00321610495
152	0.003198564921
153	0.003139358798
154	0.003075743669
155	0.003069347735
156	0.003027954481
157	0.003027918797
158	0.002988919517
159	0.002988868044
160	0.002988874044
161	0.002911184008
162	0.002864821226
163	0.002864798489
164	0.002857820877
165	0.002857829088
166	0.002857770351
167	0.002848557921
168	0.002848546552
169	0.002842085883
170	0.002842014199
171	0.002841990831
172	0.002841630519
173	0.002841549046
174	0.002841278101
175	0.002780390417
176	0.002780345891
177	0.002750339887
178	0.002722603122
179	0.002722616385
180	0.002722581017
181	0.002722588596
182	0.00272257407
183	0.002722569965
184	0.002709592099
185	0.002696768969
186	0.002696728864
187	0.002696724127
188	0.002696679286
189	0.002696657497
190	0.002696646128
191	0.002696509709
192	0.002696497077
193	0.002696493919
194	0.002696476235
195	0.002696492972
196	0.002696485077
597
206	0.009015658044
207	0.008931638705
208	0.008841726164
209	0.008776177792
210	0.008715676314
211	0.008630765826
212	0.008623927161
213	0.008617628489
214	0.008590301615
215	0.008510170867
216	0.00829455142
217	0.008244220153
218	0.008162007111
219	0.008067327461
220	0.008061125421
221	0.008000772994
222	0.007936084823
223	0.007875881448
224	0.007811216645
225	0.007746142583
226	0.007640860728
227	0.007527707586
228	0.007482193953
229	0.007442060685
230	0.007379283021
231	0.00728982837
232	0.007284212428
233	0.007240966772
234	0.007205491982
235	0.007169184779
236	0.007136933535
237	0.007088041621
238	0.007084544605
239	0.007006179102
240	0.007006123524
241	0.006945008789
242	0.006909849248	243	0.006872534594
244	0.0068492250	0.245	0.006793251	0.01911527589
252	0.01247	0.0067253	0.01902431526
254	0.01897588566
255	0.01872091388
256	0.01844164836
257	0.0181773631
258	0.01807066178
259	0.01804254355
260	0.01801706245
261	0.01799284417
262	0.01787798578
263	0.01776454496
264	0.01767981131
265	0.0175740782
266	0.0175558747
267	0.01752739426
268	0.01740684446
269	0.01738967864
270	0.01713560149
271	0.01701666125
272	0.0168853245
273	0.01684131022
274	0.01662385701
275	0.01652188364
276	0.01647130259
277	0.01638747114
278	0.01626453589
279	0.01622222686
280	0.01612108275
281	0.01601197735
282	0.01593986126
283	0.01583004314
284	0.01581519424
285	0.01580205279
286	0.01571180742
287	0.01566890123
288	0.01556804954
289	0.01554661397
290	0.01553305537
291	0.01551158728
292	0.0154745544
293	0.01546146633
294	0.01524688582
295	0.01522831727
296	0.01513170596
297	0.01508314846
298	0.01496775987
299	0.01495545905
